geneCluster	pan_category	COG1	COG2	COG3	COG4
GC00003258_1	cloud	X			
GC00003258_3	cloud	X			
GC00002703_2	shell	G			
GC00002703_1	cloud	G			
GC00003258_2	cloud	X			
GC00002055_1	cloud	E			
GC00000002_38	softcore	S			
GC00002254_2	shell	V			
GC00002238_r1_1	shell	I			
GC00000002_1	shell	X			
GC00002238_1	cloud	I			
GC00002465_r1_1	shell	X			
GC00000252_1	shell	S			
GC00002254_3	shell	V			
GC00002254_1	cloud	V			
GC00000487_2	core	S			
GC00002238_2	shell	I			
GC00000023_4	shell	P			
GC00000487_1	shell	S			
GC00000002_67	shell	I	Q		
GC00000343_3	core	K			
GC00002978_2	shell	X			
GC00002978_1	cloud	X			
GC00002238_3	shell	I			
GC00000002_48	shell	S			
GC00000343_2	shell	L			
GC00000002_31	shell	S			
GC00002055_2	shell	E			
GC00001949_r1_1	shell	V			
GC00000017_4	softcore	E			
GC00001949_4	cloud	V			
GC00003900_1	cloud	X			
GC00000327_2	softcore	S			
GC00000054_4	shell	S			
GC00000054_2	cloud	S			
GC00002375_1	shell	Q			
GC00000177_4	shell	E			
GC00002229_r1_1	shell	M			
GC00002229_2	cloud	S			
GC00003900_2	shell	X			
GC00002229_3	cloud	S			
GC00002229_1	cloud	X			
GC00002267_r1_1	shell	X			
GC00000327_1	shell	S			
GC00002267_1	cloud	X			
GC00001945_r1_1	shell	X			
GC00001945_2	cloud	X			
GC00001467_r1_1	softcore	M			
GC00001467_3	cloud	S			
GC00001467_2	cloud	S			
GC00001467_1	cloud	M			
GC00002375_2	shell	C	H		
GC00001949_2	shell	V			
GC00001945_1	shell	X			
GC00001949_3	cloud	V			
GC00000334_3	cloud	X			
GC00000252_7	shell	S			
GC00001949_1	cloud	V			
GC00000334_2	cloud	X			
GC00000159_3	shell	F			
GC00000298_2	shell	G			
GC00002267_2	shell	X			
GC00003800_r1_2	shell	S			
GC00000298_1	cloud	G			
GC00005319_2	cloud	X			
GC00003800_r1_1	cloud	S			
GC00005319_1	cloud	X			
GC00003800_1	cloud	S			
GC00000252_5	shell	S			
GC00000344_2	core	E			
GC00000298_3	shell	G			
GC00000002_13	shell	S			
GC00000298_5	shell	G			
GC00002719_r1_1	shell	X			
GC00002719_1	cloud	X			
GC00000159_1	shell	F			
GC00002350_r1_1	shell	S			
GC00002350_1	cloud	M			
GC00000002_76	shell	I			
GC00000344_1	shell	E			
GC00001958_r1_1	shell	L			
GC00001958_1	cloud	L			
GC00000002_73	shell	S			
GC00000334_1	shell	X			
GC00000159_4	shell	F			
GC00002465_1	shell	X			
GC00000560_4	shell	T			
GC00000019_5	shell	E			
GC00000560_2	cloud	T			
GC00000480_r1_r1_r1_1	shell	X			
GC00000480_r1_r1_1	cloud	X			
GC00000480_r1_1	cloud	X			
GC00000560_3	shell	T			
GC00000560_1	cloud	T			
GC00004979_1	cloud	X			
GC00004979_2	cloud	X			
GC00000480_1	shell	X			
GC00000480_2	cloud	X			
GC00003794_1	shell	S			
GC00002465_2	shell	X			
GC00000527_r1_1	softcore	M			
GC00000779_r1_r1_1	cloud	M			
GC00000527_1	cloud	M			
GC00001021_r1_1	softcore	O			
GC00003794_2	shell	S			
GC00000527_2	cloud	M			
GC00001021_1	cloud	O			
GC00001519_r1_r1_1	shell	X			
GC00001021_2	cloud	O			
GC00000693_r1_r1_1	softcore	S			
GC00002450_r1_1	shell	L			
GC00000693_r1_1	cloud	S			
GC00002450_1	cloud	V			
GC00000693_1	cloud	S			
GC00003529_2	shell	X			
GC00003529_1	cloud	X			
GC00001708_r1_r1_1	shell	S			
GC00000019_3	shell	E			
GC00000607_1	cloud	F	L		
GC00000454_2	core	E			
GC00000454_1	cloud	E			
GC00000607_2	cloud	L			
GC00001519_r1_1	shell	S			
GC00000779_r1_1	shell	M			
GC00000607_3	cloud	L			
GC00000779_r1_2	cloud	M			
GC00000779_2	cloud	M			
GC00000779_1	cloud	M			
GC00002478_2	shell	C			
GC00002450_2	shell	V			
GC00000019_1	shell	E			
GC00000019_2	cloud	E			
GC00000002_63	shell	I	Q		
GC00000019_6	cloud	E			
GC00001519_r1_2	shell	S			
GC00001519_2	cloud	X			
GC00001519_4	cloud	N	U		
GC00002478_1	shell	C			
GC00002090_r1_1	shell	X			
GC00001519_6	cloud	U			
GC00002090_1	cloud	S			
GC00001519_5	cloud	N	U		
GC00000002_10	shell	I	Q		
GC00000016_2	shell	I			
GC00000002_75	cloud	S			
GC00000002_12	cloud	S			
GC00001502_1	shell	P			
GC00000002_40	cloud	S			
GC00001749_4	shell	S			
GC00000213_2	softcore	P			
GC00001749_1	cloud	S			
GC00002090_2	shell	S			
GC00001519_7	shell	S			
GC00001519_1	cloud	N	U		
GC00001519_3	cloud	X			
GC00000023_6	core	P			
GC00000002_66	shell	I	Q		
GC00000057_5	core	E			
GC00001749_2	shell	S			
GC00000002_43	shell	S			
GC00000816_r1_1	softcore	L			
GC00000002_39	cloud	S			
GC00002225_2	shell	P			
GC00002225_1	cloud	P			
GC00001749_3	shell	S			
GC00001822_r1_1	shell	E			
GC00000159_5	core	F			
GC00000002_71	shell	S			
GC00000002_35	cloud	S			
GC00002466_2	shell	K			
GC00002466_1	cloud	K			
GC00000607_4	softcore	L			
GC00001822_2	shell	X			
GC00001822_1	cloud	E			
GC00001141_r1_1	shell	T			
GC00002073_1	shell	S			
GC00000214_4	core	D			
GC00000002_22	shell	S			
GC00000108_1	core	F			
GC00001459_r1_1	shell	S			
GC00000002_25	cloud	I	Q		
GC00001617_r1_1	shell	S			
GC00001459_1	cloud	S			
GC00001617_1	cloud	S			
GC00000012_1	softcore	T			
GC00001617_2	cloud	S			
GC00002544_r1_1	shell	X			
GC00000016_8	shell	I			
GC00001617_3	cloud	S			
GC00002544_2	cloud	X			
GC00000057_4	shell	E			
GC00002544_1	cloud	X			
GC00001708_r1_1	shell	S			
GC00000019_4	softcore	E			
GC00000824_r1_1	softcore	M			
GC00003353_r1_r1_1	cloud	X			
GC00000824_1	cloud	M			
GC00000002_58	shell	I			
GC00003353_r1_r1_2	cloud	X			
GC00000214_1	shell	D			
GC00001459_2	shell	S			
GC00001459_3	cloud	S			
GC00001459_4	cloud	S			
GC00000213_1	shell	P			
GC00002496_2	cloud	S			
GC00003353_r1_1	shell	X			
GC00002496_3	cloud	S			
GC00003353_1	cloud	X			
GC00001708_r1_2	shell	S			
GC00002496_1	cloud	I			
GC00000057_1	shell	E			
GC00000002_11	shell	L			
GC00000002_18	cloud	S			
GC00001631_r1_1	shell	X			
GC00001631_1	cloud	X			
GC00005271_1	cloud	S			
GC00005271_2	cloud	S			
GC00000002_23	shell	S			
GC00001708_17	shell	S			
GC00001708_15	cloud	S			
GC00000256_r1_1	cloud	S			
GC00004251_r1_1	shell	S			
GC00000256_2	cloud	S			
GC00004251_1	cloud	S			
GC00000214_2	shell	D			
GC00000256_3	cloud	S			
GC00000002_74	shell	S			
GC00000002_5	cloud	I	Q		
GC00001708_16	shell	S			
GC00001502_2	shell	P			
GC00000214_3	shell	D			
GC00000256_1	shell	S			
GC00000857_r1_1	softcore	S			
GC00000857_1	cloud	S			
GC00001163_r1_1	softcore	S			
GC00001708_13	shell	S			
GC00001708_11	cloud	S			
GC00001708_1	cloud	S			
GC00001708_3	cloud	S			
GC00002210_r1_1	shell	L			
GC00000002_44	shell	Q			
GC00002210_4	cloud	X			
GC00001708_12	cloud	S			
GC00002679_1	shell	P			
GC00000338_2	softcore	C			
GC00002210_2	cloud	L			
GC00000338_1	cloud	C			
GC00002210_3	cloud	L			
GC00002210_1	cloud	L			
GC00000598_3	shell	C			
GC00000002_61	shell	S			
GC00001708_10	shell	S			
GC00000598_2	shell	C			
GC00000251_1	shell	S			
GC00001063_r1_1	softcore	E			
GC00001063_1	cloud	E			
GC00002679_2	shell	P			
GC00000816_1	cloud	L			
GC00000816_2	cloud	L			
GC00002079_2	shell	S			
GC00002496_4	shell	S			
GC00000816_3	cloud	L			
GC00005364_2	cloud	X			
GC00000334_5	softcore	X			
GC00005364_1	cloud	X			
GC00000598_1	shell	C			
GC00000334_4	cloud	X			
GC00000170_1	shell	I			
GC00001708_9	shell	S			
GC00001708_2	cloud	S			
GC00000278_2	core	C			
GC00002079_1	shell	S			
GC00002494_r1_r1_1	shell	S			
GC00001708_4	cloud	S			
GC00002494_r1_1	cloud	X			
GC00002494_1	cloud	X			
GC00004503_2	cloud	S			
GC00004503_1	cloud	S			
GC00002073_2	shell	S			
GC00000002_77	shell	I			
GC00002035_r1_r1_1	shell	X			
GC00002337_r1_1	shell	S			
GC00002337_1	cloud	S			
GC00002072_1	shell	N			
GC00001708_6	shell	S			
GC00001708_8	cloud	S			
GC00002035_r1_2	shell	X			
GC00001708_14	cloud	S			
GC00002035_r1_1	cloud	X			
GC00000278_1	shell	C			
GC00003989_1	cloud	E			
GC00001708_5	cloud	S			
GC00002035_1	cloud	X			
GC00001708_7	cloud	S			
GC00001909_2	cloud	F			
GC00003989_2	shell	Q			
GC00000288_2	softcore	K			
GC00001543_r1_r1_r1_1	shell	X			
GC00000251_2	shell	J			
GC00001163_2	cloud	S			
GC00001163_1	cloud	S			
GC00000057_3	softcore	E			
GC00001141_r1_2	shell	T			
GC00002072_2	shell	S			
GC00001141_4	cloud	X			
GC00001141_2	cloud	T			
GC00001543_r1_r1_1	shell	X			
GC00001141_3	cloud	T			
GC00001543_r1_1	cloud	X			
GC00003735_2	shell	L			
GC00001141_1	cloud	T			
GC00003735_1	cloud	D			
GC00001543_4	cloud	X			
GC00001545_r1_1	shell	T			
GC00001611_r1_1	shell	X			
GC00001675_r1_1	shell	X			
GC00001675_1	cloud	X			
GC00001611_2	cloud	X			
GC00000288_1	shell	K			
GC00001661_r1_1	shell	S			
GC00001675_2	cloud	X			
GC00001611_1	cloud	X			
GC00001661_1	cloud	S			
GC00001675_3	cloud	X			
GC00002684_1	cloud	K			
GC00000596_r1_1	softcore	L			
GC00000116_1	core	J			
GC00000596_1	cloud	L			
GC00001543_6	shell	X			
GC00001543_5	cloud	X			
GC00002684_3	shell	K			
GC00002684_2	cloud	X			
GC00000012_14	shell	T			
GC00000057_2	shell	E			
GC00001543_7	shell	X			
GC00001543_1	cloud	X			
GC00001543_3	cloud	X			
GC00000002_6	shell	S			
GC00001543_2	cloud	X			
GC00000726_2	core	M			
GC00000016_1	core	I			
GC00000726_1	cloud	S			
GC00001402_r1_1	shell	S			
GC00001402_2	cloud	S			
GC00001402_1	cloud	S			
GC00001235_r1_1	softcore	S			
GC00001909_3	shell	F			
GC00002610_2	shell	L			
GC00001402_3	cloud	S			
GC00001235_1	cloud	X			
GC00001929_r1_r1_1	shell	X			
GC00000275_3	shell	E			
GC00001402_5	cloud	X			
GC00001929_r1_1	cloud	X			
GC00000275_1	cloud	E			
GC00000002_65	shell	S			
GC00001402_4	cloud	S			
GC00001929_1	cloud	X			
GC00001672_3	shell	C			
GC00000506_r1_1	shell	M			
GC00000506_1	cloud	M			
GC00002610_1	shell	L			
GC00001909_1	shell	F			
GC00001759_2	shell	F	J		
GC00001402_6	shell	S			
GC00000002_64	shell	S			
GC00001759_1	cloud	F	J		
GC00000275_7	shell	E			
GC00000108_2	core	F			
GC00000170_2	core	I			
GC00001302_r1_1	softcore	X			
GC00001302_1	cloud	X			
GC00001435_r1_1	shell	M			
GC00001435_2	cloud	M			
GC00003324_r1_1	shell	X			
GC00000275_5	shell	E			
GC00001435_1	cloud	M			
GC00000561_6	shell	M			
GC00000561_4	cloud	M			
GC00000342_1	shell	F			
GC00000561_2	cloud	M			
GC00000447_2	shell	M			
GC00003324_r1_2	shell	X			
GC00000561_3	cloud	M			
GC00003324_1	cloud	X			
GC00001638_r1_1	shell	D			
GC00000166_r1_r1_r1_r1_r1_1	shell	L			
GC00001760_3	shell	S			
GC00004366_2	shell	G			
GC00001760_2	cloud	S			
GC00004366_1	cloud	G			
GC00001760_1	cloud	S			
GC00000002_78	shell	S			
GC00000002_51	cloud	I	Q		
GC00000561_1	shell	M			
GC00000275_8	shell	E			
GC00000275_6	cloud	E			
GC00000200_5	shell	S			
GC00000166_r1_r1_r1_r1_1	shell	L			
GC00000166_r1_r1_r1_1	cloud	L			
GC00000002_14	shell	S			
GC00000002_55	cloud	I	Q		
GC00001638_r1_2	shell	D			
GC00000275_4	shell	E			
GC00000275_2	cloud	E			
GC00001638_1	cloud	D			
GC00001526_r1_r1_1	shell	S			
GC00002157_2	shell	S			
GC00000116_2	core	J			
GC00001672_2	shell	C			
GC00001672_1	cloud	X			
GC00000166_r1_r1_2	shell	L			
GC00000322_5	shell	J			
GC00000166_r1_r1_3	cloud	L			
GC00000322_3	cloud	J			
GC00000311_r1_r1_1	shell	S			
GC00002157_1	shell	S			
GC00000311_r1_1	cloud	S			
GC00000200_4	shell	S			
GC00000311_10	cloud	S			
GC00000311_2	cloud	S			
GC00000016_3	core	I			
GC00000016_5	cloud	I			
GC00000002_16	shell	S			
GC00000311_11	cloud	S			
GC00000002_20	cloud	I			
GC00000069_r1_r1_r1_r1_r1_1	shell	M			
GC00000069_r1_r1_r1_r1_1	cloud	M			
GC00000322_1	shell	J			
GC00000200_3	shell	S			
GC00000016_7	shell	I			
GC00000311_4	shell	S			
GC00001503_r1_1	softcore	T			
GC00000002_70	shell	S			
GC00000311_6	cloud	S			
GC00000322_2	shell	J			
GC00001503_1	cloud	T			
GC00000069_r1_r1_r1_3	shell	M			
GC00000069_r1_r1_r1_2	cloud	M			
GC00000407_r1_r1_1	softcore	L			
GC00000407_r1_1	cloud	L			
GC00000311_9	shell	S			
GC00000069_r1_r1_r1_1	shell	M			
GC00000311_5	cloud	S			
GC00000069_r1_r1_r1_5	cloud	M			
GC00000089_1	core	G			
GC00000311_7	cloud	S			
GC00000069_r1_r1_r1_4	cloud	M			
GC00000069_r1_r1_1	cloud	M			
GC00000311_8	cloud	M			
GC00000447_3	core	M			
GC00000447_1	cloud	M			
GC00000311_1	cloud	X			
GC00001779_r1_1	shell	I			
GC00000148_2	cloud	O			
GC00000342_2	core	F			
GC00001779_1	cloud	I			
GC00000311_3	cloud	S			
GC00000148_4	cloud	O			
GC00001779_2	cloud	I			
GC00000407_2	shell	L			
GC00000172_r1_2	shell	U			
GC00000407_3	cloud	L			
GC00000391_4	cloud	M			
GC00000407_1	cloud	S			
GC00000089_2	shell	G			
GC00001629_r1_1	shell	X			
GC00002304_1	cloud	S			
GC00001629_3	cloud	X			
GC00001042_r1_1	softcore	S			
GC00001629_2	cloud	X			
GC00001042_1	cloud	S			
GC00000069_r1_r1_2	shell	M			
GC00000012_2	shell	T			
GC00000069_r1_r1_3	cloud	M			
GC00001629_1	cloud	X			
GC00000012_15	cloud	T			
GC00001042_2	cloud	S			
GC00001042_3	cloud	S			
GC00000166_r1_r1_1	shell	L			
GC00002304_2	shell	S			
GC00001465_r1_1	shell	X			
GC00000069_r1_r1_4	shell	M			
GC00001526_r1_1	cloud	S			
GC00001535_r1_r1_1	shell	M			
GC00000069_r1_9	shell	M			
GC00000070_1	shell	S			
GC00001526_1	shell	S			
GC00000166_r1_2	shell	L			
GC00001535_r1_1	shell	S			
GC00001465_1	cloud	X			
GC00000561_8	shell	X			
GC00001535_3	cloud	X			
GC00000561_7	cloud	M			
GC00001465_3	cloud	X			
GC00001535_2	cloud	X			
GC00000561_5	cloud	M			
GC00001465_2	cloud	X			
GC00001535_1	cloud	S			
GC00001465_4	cloud	X			
GC00000200_2	shell	S			
GC00000069_r1_2	shell	M			
GC00000200_1	cloud	S			
GC00000198_r1_2	shell	K			
GC00001545_1	cloud	T			
GC00000175_1	shell	L			
GC00000725_1	cloud	H			
GC00000275_9	shell	E			
GC00000239_r1_r1_1	shell	E			
GC00000002_69	softcore	C			
GC00000069_r1_5	shell	M			
GC00000148_6	softcore	S			
GC00000005_33	shell	C			
GC00000005_27	cloud	C			
GC00000005_30	cloud	C			
GC00000005_3	cloud	C			
GC00000148_5	shell	O			
GC00000005_29	cloud	C			
GC00000148_7	cloud	P			
GC00000016_4	softcore	I			
GC00000391_5	core	M			
GC00000391_1	cloud	M			
GC00001476_r1_1	softcore	V			
GC00000069_r1_7	shell	M			
GC00000391_2	cloud	M			
GC00000162_1	softcore	O			
GC00000367_2	softcore	S			
GC00000198_r1_3	shell	K			
GC00000171_1	shell	C			
GC00002304_3	shell	X			
GC00000239_r1_r1_2	shell	M			
GC00000069_r1_1	shell	M			
GC00000070_2	shell	S			
GC00000069_r1_3	cloud	M			
GC00000391_3	shell	M			
GC00000005_9	shell	C			
GC00005082_1	cloud	X			
GC00005082_2	cloud	X			
GC00000198_r1_1	shell	K			
GC00000198_3	cloud	X			
GC00000239_r1_1	shell	M			
GC00000002_17	shell	S			
GC00000172_r1_1	shell	U			
GC00000171_2	shell	C			
GC00000367_1	shell	S			
GC00000171_3	cloud	C			
GC00000002_59	shell	I			
GC00000166_2	shell	L			
GC00000166_8	cloud	L			
GC00000166_1	cloud	X			
GC00004002_2	shell	X			
GC00000198_2	shell	K			
GC00000166_3	cloud	S			
GC00004002_1	cloud	X			
GC00000016_6	shell	I			
GC00000166_5	cloud	L			
GC00000172_5	shell	U			
GC00000002_54	shell	C			
GC00000322_6	core	J			
GC00002357_r1_1	shell	X			
GC00000172_6	cloud	U			
GC00000166_7	cloud	L			
GC00000148_8	softcore	P			
GC00000172_4	cloud	U			
GC00000148_1	cloud	S			
GC00000679_4	softcore	E			
GC00000172_2	cloud	U			
GC00000148_3	cloud	O			
GC00000679_3	cloud	E			
GC00000069_r1_10	shell	M			
GC00000172_3	cloud	U			
GC00000679_2	cloud	E			
GC00000172_1	cloud	U			
GC00000679_1	cloud	E			
GC00000198_1	shell	K			
GC00002491_r1_1	cloud	L			
GC00000322_4	shell	J			
GC00003585_1	cloud	G			
GC00000089_3	core	G			
GC00002357_1	shell	X			
GC00003715_1	cloud	X			
GC00000069_r1_4	shell	M			
GC00000002_36	shell	S			
GC00001527_2	shell	S			
GC00001017_r1_1	softcore	K			
GC00001017_2	cloud	K			
GC00001017_3	cloud	K			
GC00001017_1	cloud	K			
GC00001017_4	cloud	K			
GC00003585_2	shell	X			
GC00003715_2	shell	X			
GC00001890_1	cloud	S			
GC00001527_1	shell	S			
GC00000005_31	shell	C			
GC00000781_r1_r1_1	softcore	X			
GC00000781_r1_1	cloud	X			
GC00000162_2	core	O			
GC00002491_r1_2	shell	L			
GC00003914_r1_1	cloud	S			
GC00002491_1	cloud	L			
GC00000781_1	cloud	X			
GC00000662_r1_1	softcore	S			
GC00003914_r1_2	cloud	S			
GC00000662_2	cloud	S			
GC00002357_2	shell	X			
GC00000614_1	cloud	S			
GC00000662_1	cloud	S			
GC00000069_r1_6	shell	M			
GC00000069_r1_8	cloud	M			
GC00000005_14	shell	Q			
GC00000005_24	cloud	C			
GC00003263_r1_2	shell	X			
GC00003263_r1_1	cloud	X			
GC00003263_1	cloud	X			
GC00000239_7	shell	M			
GC00002364_r1_r1_r1_r1_1	shell	X			
GC00000005_25	shell	C			
GC00000012_23	shell	T			
GC00003914_1	shell	S			
GC00002364_r1_r1_r1_1	cloud	X			
GC00002364_r1_r1_1	cloud	X			
GC00000070_3	softcore	S			
GC00004286_1	cloud	X			
GC00000005_5	shell	C			
GC00001883_1	shell	C			
GC00002123_r1_r1_1	shell	X			
GC00004103_2	shell	X			
GC00000239_5	shell	M			
GC00004103_1	cloud	U			
GC00004286_2	shell	X			
GC00002364_r1_1	cloud	X			
GC00001890_2	shell	X			
GC00002123_r1_1	shell	X			
GC00002123_1	cloud	X			
GC00001268_r1_r1_1	softcore	M			
GC00001594_r1_r1_1	shell	X			
GC00001476_1	cloud	V			
GC00000002_68	softcore	S			
GC00000006_23	softcore	I			
GC00001594_r1_1	cloud	X			
GC00000002_42	cloud	I	Q		
GC00001594_1	cloud	X			
GC00000002_53	cloud	I	Q		
GC00000239_8	shell	E			
GC00002364_r1_3	shell	X			
GC00001594_2	cloud	X			
GC00000239_6	cloud	M			
GC00001792_r1_r1_1	shell	S			
GC00002364_r1_2	cloud	X			
GC00000725_2	core	H			
GC00001792_r1_1	cloud	S			
GC00001594_3	cloud	X			
GC00001135_r1_1	softcore	K			
GC00002364_2	cloud	X			
GC00001580_r1_1	shell	S			
GC00001135_1	cloud	K			
GC00001792_1	cloud	S			
GC00003038_r1_1	cloud	O			
GC00002364_3	cloud	X			
GC00000006_12	shell	I			
GC00001792_2	cloud	S			
GC00002364_1	cloud	X			
GC00001268_r1_1	shell	M			
GC00003276_1	cloud	X			
GC00000340_2	shell	E			
GC00000171_4	shell	C			
GC00001580_1	shell	S			
GC00000168_2	softcore	P			
GC00000239_4	shell	M			
GC00000206_1	shell	C			
GC00000239_2	cloud	M			
GC00001883_2	shell	C			
GC00002364_4	shell	X			
GC00002364_5	cloud	X			
GC00000006_4	shell	I			
GC00001612_1	cloud	X			
GC00000006_13	cloud	I			
GC00000093_r1_r1_1	softcore	M			
GC00003038_r1_2	shell	O			
GC00003276_2	shell	X			
GC00000093_r1_1	cloud	M			
GC00003038_1	cloud	O			
GC00001268_2	cloud	M			
GC00000614_2	core	S			
GC00000093_5	cloud	X			
GC00003038_2	cloud	O			
GC00002502_r1_r1_1	shell	X			
GC00000093_4	cloud	M			
GC00000141_1	core	S			
GC00000141_3	cloud	S			
GC00001268_3	shell	M			
GC00001268_1	cloud	M			
GC00002502_r1_1	shell	X			
GC00002502_1	cloud	X			
GC00000758_r1_1	softcore	L			
GC00001762_17	cloud	V			
GC00000166_9	shell	L			
GC00001762_21	cloud	V			
GC00000351_1	shell	C			
GC00004110_2	shell	J			
GC00004110_1	cloud	J			
GC00000758_1	cloud	L			
GC00002022_r1_1	shell	X			
GC00002022_3	cloud	X			
GC00001762_24	shell	V			
GC00001762_9	cloud	V			
GC00002022_2	cloud	X			
GC00000166_4	shell	S			
GC00000175_2	core	L			
GC00000166_6	cloud	S			
GC00002022_1	cloud	X			
GC00001762_2	cloud	V			
GC00005139_2	cloud	S			
GC00001762_8	cloud	V			
GC00005139_1	cloud	M			
GC00002130_r1_1	shell	X			
GC00001959_r1_1	cloud	X			
GC00002130_1	cloud	X			
GC00004111_2	shell	X			
GC00004111_1	cloud	X			
GC00002692_1	shell	Q			
GC00004117_1	cloud	X			
GC00000141_2	softcore	S			
GC00001762_14	shell	V			
GC00003804_1	cloud	G	M		
GC00000002_52	softcore	I	Q		
GC00001762_11	cloud	V			
GC00002996_r1_1	shell	S			
GC00003804_2	cloud	G	M		
GC00002996_3	cloud	S			
GC00001959_1	shell	X			
GC00001485_r1_r1_1	shell	E			
GC00001485_r1_1	cloud	E			
GC00004117_2	cloud	X			
GC00001485_3	cloud	E			
GC00001801_r1_1	shell	S			
GC00003804_3	shell	S			
GC00002692_2	shell	Q			
GC00001801_1	cloud	S			
GC00000005_32	shell	C			
GC00004228_1	cloud	L			
GC00000255_1	cloud	M			
GC00002996_2	shell	S			
GC00002996_1	cloud	S			
GC00000255_3	cloud	M			
GC00000168_3	softcore	P			
GC00004115_2	shell	X			
GC00004115_1	cloud	X			
GC00001612_2	shell	U			
GC00000110_2	softcore	O			
GC00000239_9	shell	E			
GC00001485_2	shell	E			
GC00004228_2	shell	L			
GC00000351_2	shell	C			
GC00001485_1	cloud	E			
GC00000351_3	cloud	C			
GC00000168_1	shell	P			
GC00000006_25	softcore	I			
GC00002118_r1_1	shell	X			
GC00002118_1	cloud	X			
GC00000239_3	shell	M			
GC00000239_1	cloud	E			
GC00001485_4	shell	E			
GC00000340_3	softcore	C			
GC00000340_1	cloud	E			
GC00004172_2	shell	V			
GC00004172_1	cloud	V			
GC00000031_1	shell	M			
GC00000031_3	cloud	M			
GC00000255_2	shell	M			
GC00003127_r1_1	shell	X			
GC00003127_1	cloud	X			
GC00000152_1	softcore	K			
GC00000002_29	core	I			
GC00000502_2	core	V			
GC00000502_1	cloud	V			
GC00003127_2	shell	X			
GC00000206_2	softcore	C			
GC00000069_14	cloud	M			
GC00000069_5	cloud	M			
GC00000069_31	cloud	M			
GC00000069_25	cloud	M			
GC00000069_26	cloud	M			
GC00000002_32	shell	I	Q		
GC00001977_r1_r1_1	shell	O			
GC00001977_r1_1	cloud	O			
GC00001977_1	cloud	O			
GC00001977_2	cloud	O			
GC00000351_4	shell	C			
GC00000960_r1_r1_1	softcore	X			
GC00000960_r1_1	cloud	X			
GC00000960_1	cloud	X			
GC00000002_37	shell	S			
GC00000069_24	shell	M			
GC00000069_6	cloud	M			
GC00000002_62	shell	I			
GC00001762_26	shell	V			
GC00001762_12	cloud	V			
GC00001762_10	cloud	V			
GC00001762_4	cloud	V			
GC00001762_18	cloud	V			
GC00001762_5	cloud	V			
GC00000069_17	shell	M			
GC00000069_30	cloud	M			
GC00000359_1	shell	C			
GC00001762_20	cloud	V			
GC00000069_16	cloud	M			
GC00000002_4	shell	S			
GC00001762_23	cloud	V			
GC00000110_1	core	O			
GC00000002_9	cloud	S			
GC00000069_28	cloud	M			
GC00001762_13	cloud	V			
GC00000069_27	cloud	X			
GC00001762_3	cloud	V			
GC00000152_3	core	T			
GC00000069_3	cloud	M			
GC00000152_2	cloud	K			
GC00001762_19	cloud	V			
GC00001241_r1_1	softcore	G			
